conversation_id_str,created_at,favorite_count,Tweet,Tweet_clean,predicted_sentiment
1844478061556924914,Fri Oct 11 22:00:44 +0000 2024,1,@Kho_Iman61 @wargaxyz @dexglenniza iraq bukan negara raja minyak alias gulf cooperation countries. yg ada mereka negara2 yg sering perang sama kayak iran. dan justru 2 negara ini mainnya fairplay beneran bagus. iraq pun sering dpt kartu merah dr wasit antek2nya raja minyak,iraq bukan negara raja minyak alias gulf cooperation countries yg ada mereka negara2 sering perang sama kayak iran dan justru 2 ini main fairplay beneran bagus pun dpt kartu merah dr wasit antek2nya,negative
1844860697697788032,Fri Oct 11 22:00:40 +0000 2024,0,Ga ngerti bola bolaan terus ketinggalan berita juga lagi awoakakklo wasit nya ga tau 90+6. Yah kalah dong sama murid gue kelas 1,ga ngerti bola bola terus tinggal berita juga lagi awoakakklo wasit nya tau 90 6 yah ka dong sama murid gue kelas 1,negative
1844710308260294863,Fri Oct 11 21:53:05 +0000 2024,1,@KiperCadangan69 @rizalsheehan @MamatAlkatiri @Sport77Official @riphanpradipta Live reation mereka lucu bgt anjir. Pas awal-awal pelipis malik bocor mereka juga debat zat apa yg nutup luka sampek setengah jam. Nasi kebuli jg dijanjiin buat wasitnya kalo wasit fair ,live reation mereka lucu bgt anjir pas awal pelipis malik bocor juga debat zat apa yg nutup luka sampek tengah jam nasi kebuli jg dijanjiin buat wasit kalo wasit fair,neutral
1844550423866413382,Fri Oct 11 21:52:45 +0000 2024,0,@MafiaWasit Wasit laknat saya sumpah Bahrain selamanya tdk akan pernah ikut piala Dunia,wasit laknat saya sumpah bahrain lama tdk akan pernah ikut piala dunia,negative
1844592304599990676,Fri Oct 11 21:51:44 +0000 2024,0,@idextratime Bagi yg hadir nanti di GBK saat timnas vs Bahrain jgn lupa bentangkan spanduk 90 + 6 = 99 38 Teror pakai kata2 bijak biar mereka paham pasang foto wasit curang,bagi yg hadir nanti di gbk saat timnas vs bahrain jgn lupa bentangkan spanduk 90 6 99 38 teror pakai kata2 bijak biar mereka paham pasang foto wasit curang,neutral
1844588459757043921,Fri Oct 11 21:50:09 +0000 2024,0,@PischekDayat @tvOneNews Mereka akan berdalih putusan wasit tsb sesuai aturan FIFA yg intinya penambahan waktu itu sesuai keputusan wasit dg mempertimbangkan waktu yg terbuang selama babak kedua kemarin ,mereka akan dalih putus wasit tsb sesuai atur fifa yg inti tambah waktu itu putus dg timbang buang lama babak dua kemarin,negative
1844441456280469862,Fri Oct 11 21:50:03 +0000 2024,0,@sosmedkeras Wasit bok niancooookkkkk,wasit bok niancooookkkkk,positive
1844716215677452357,Fri Oct 11 21:49:55 +0000 2024,0,@MamatAlkatiri Kelar tuh kepala wasit,kelar tuh kepala wasit,neutral
1844689433586733285,Fri Oct 11 21:49:45 +0000 2024,1,@tempodotco jengkel ya??? itu kasus sama dng suasana pilpres dan pilkada wasit berpihak.,jengkel ya itu kasus sama dng suasana pilpres dan pilkada wasit pihak,neutral
1844627708271058953,Fri Oct 11 21:49:27 +0000 2024,0,@ADian33623 @inilahdotcom Udah pd teriak dari pinggir lapang tp ga digubris wasit,udah pd teriak dari pinggir lapang tp ga gubris wasit,negative
1844498944006684681,Fri Oct 11 21:49:13 +0000 2024,0,@tvOneNews Pecat wasit tidak adil. Tegakkan keadilan biar mata dunia melihat siapa kita. Jangan biarkan ketidakadilan berdiri dan kita pasrah. Jangan padamkan api perjuangan!!!!,pecat wasit tidak adil tegak adil biar mata dunia lihat siapa kita jangan biar ketidakadilan diri dan pasrah padam api juang,positive
1844857700817248493,Fri Oct 11 21:48:46 +0000 2024,0,masih kesel dah gua anjing bangsat tuh wasit,masih kesel dah gua anjing bangsat tuh wasit,negative
1844857250093113666,Fri Oct 11 21:46:58 +0000 2024,0,Dibalik Perampokan wasit @theafcdotcom @FIFAcom @FIFAWorldCup Indonesia vs Bahrain kaum akamsi x anti naturalisasi masih ada setelah gimana sakitnya pemain-pemain keturunan yg mereka tolak karena merepresentasikan Timnas dirampok dengan kejamnya pleh wasit???,balik ampo wasit indonesia vs bahrain kaum akamsi x anti naturalisasi masih ada sete gimana sakit main turun yg mereka tolak karena representasi timnas rampok dengan kejam pleh,negative
1844714552409415926,Fri Oct 11 21:46:42 +0000 2024,1,@thesmashingpump @Ovanovski @LamidetFm Yaudah dimulai dari timnas dulu lagian sekarang sudah mulai di perbaiki dengan adanya var wasit tinggal supporternya yg harusnya di perbaiki,yaudah mulai dari timnas dulu lagi sekarang sudah mulai di baik dengan ada var wasit tinggal supporternya yg harus,negative
1844856631097745551,Fri Oct 11 21:44:31 +0000 2024,2,Lebih takut sama wasit nya... Semoga ga ada pemain kita yang kena kartu merah...,lebih takut sama wasit nya moga ga ada main kita yang kena kartu merah,positive
1844440277366505501,Fri Oct 11 21:43:47 +0000 2024,0,@Dsinathrya Mai sampe kpn killing the game ? Sampe kiamat ? Dr jalannya pertandingan tuh wasit dah kliatan jelas... Jika gol ke2 bahrain ga terjadi pluit panjang di tiup sama malaikat bukan sm wasit bro ,mai sampe kpn killing the game kiamat dr jalan tanding tuh wasit dah kliatan jelas jika gol ke2 bahrain ga jadi pluit panjang di tiup sama malaikat bukan sm bro,negative
1844654765789282446,Fri Oct 11 21:43:34 +0000 2024,0,@gilabola_ina kena juga kagak jir tuh pala kalau alasannya angkat kaki terlalu tinggi ya minimal kartu kuning lah wasit juga dari mereka afc mereka yg punya udahlah jadi pelajaran aja kalau gk lolos pildun udah tau kok mereka mafia nya dan pssi pindah ke uefa aja apalagi deket sama fifa ini,kena juga kagak jir tuh pala kalau alas angkat kaki terlalu tinggi ya minimal kartu kuning lah wasit dari mereka afc yg punya udah jadi ajar aja gk lolos pildun tau kok mafia nya dan pssi pindah ke uefa apalagi deket sama fifa ini,negative
1844554807404794326,Fri Oct 11 21:43:22 +0000 2024,1,@idextratime Tingkatan tarkam aja ada wasit yang modelan begini kita yang nonton teriak² woyy wasit waktu check jam woy goblog banget ini loh tingkat dunia yang ditonton jutaan orang dan kita juga liat pake mata sendiri gimana kagak emosi,tingkat tarkam aja ada wasit yang model begini kita nonton teriak woyy waktu check jam woy goblog banget ini loh tingkat dunia tonton juta orang dan juga liat pake mata sendiri gimana kagak emosi,neutral
1844625687715402213,Fri Oct 11 21:42:43 +0000 2024,0,@MuhadklyAcho Di zolimi mulyono aj gak ribut2 kali... 10 tahun lg... Sepakbola mah wajar wasit gak bs kita kendalikan..,di zolimi mulyono aj gak ribut2 kali 10 tahun lg sepakbola mah wajar wasit bs kita kendali,neutral
1844440941391929539,Fri Oct 11 21:41:35 +0000 2024,0,@unmagnetism Wasit otaknya korengan,wasit otak koreng,neutral
1844643002091999420,Fri Oct 11 21:41:09 +0000 2024,0,@Lola92491253 @tedzinski @blackrosenf @ainurohman Dan yg biasa terjadi mungkin hanya lebih 30detik- 1 menit setelah itu y wasit harus menghentikan pertandingan.,dan yg biasa jadi mungkin hanya lebih 30detik 1 menit sete itu y wasit harus henti tanding,positive
1844550423866413382,Fri Oct 11 21:40:54 +0000 2024,0,@MafiaWasit Tai... Dari awal jg udah kecium bakal gak bener... Masa pemain dari arab wasit dari darab.. harusnya dari negara bukan arab...,tai dari awal jg udah cium bakal gak bener masa main arab wasit darab harus negara bukan,negative
1844855638645682188,Fri Oct 11 21:40:34 +0000 2024,0,Kocak karna masih ngga ikhlas sama wasit botak kemaren. Sampe² kebawa mimpi indo ngegoalin di injury time jadi 3-1 tapi sampe menit 124 wasit masih nyuruh lanjut maen ‍,kocak karna masih ngga ikhlas sama wasit botak kemaren sampe bawa mimpi indo ngegoalin di injury time jadi 3 1 tapi menit 124 nyuruh lanjut maen,negative
1844463838906941747,Fri Oct 11 21:40:18 +0000 2024,0,@Rama1928_ @idnewcastle_ mau ngirim protes ke afc atau fifa? sama aja udah berkali kali timnas dari negara arab di pimpin wasit yang selalu curang ke timnas kita dan setiap protes gak di gubris dengan kata lain afc dengan fifa satu kubu,mau ngirim protes ke afc atau fifa sama aja udah kali kali timnas dari negara arab di pimpin wasit yang selalu curang kita dan tiap gak gubris dengan kata lain satu kubu,negative
1844855374962372905,Fri Oct 11 21:39:31 +0000 2024,0,@FIFAWorldCup @FIFAcom @afcasiancup FIFA WASIT HARAM,fifa wasit haram,negative
1844441202692850182,Fri Oct 11 21:39:22 +0000 2024,0,@MezallaUTD Wasit anjing.,wasit anjing,negative
1844643002091999420,Fri Oct 11 21:38:59 +0000 2024,0,@Lola92491253 @tedzinski @blackrosenf @ainurohman Memang betul kak perpanjangan waktu diberikan melihat kondisi ketika saat pertandingan normal dengan kriteria sesuai dengan yg kakak sebutkan. Dan telah disepakati perpanjangan waktu adalah 6 menit. Setelah adanya injury time itu wasit tidak boleh menambah kembali kak.,memang betul kak panjang waktu beri lihat kondisi ketika saat tanding normal dengan kriteria sesuai yg kakak sebut dan te pakat ada 6 menit sete ada injury time itu wasit tidak boleh tambah kembali,positive
1844533358522757494,Fri Oct 11 21:38:00 +0000 2024,0,@Tan_Mar3M kasihan juga pendukung timnas banyak konten kreator yg memanfaatkan rasa kecewa pendukung bola dgn membuat konten2 hoax yg viewnya sampe jutaan seperti FIFA menganulir gol ke-2 bahrain wasit di sanksi dll.,kasihan juga dukung timnas banyak konten kreator yg manfaat rasa kecewa bola dgn buat konten2 hoax viewnya sampe juta seperti fifa anulir gol ke 2 bahrain wasit di sanksi dll,negative
1844555502451368106,Fri Oct 11 21:37:43 +0000 2024,0,@firzieidris negara lain yg dirugikan harus bersuara ini pas bahrain lawan australia juga gk jelas kartu merah dan dipimpin wasit timteng juga semoga dari kejadian indo ini kebuka dah bobrok mafia di afc,negara lain yg rugi harus suara ini pas bahrain lawan australia juga gk jelas kartu merah dan pimpin wasit timteng moga dari jadi indo buka dah bobrok mafia di afc,negative
1844792632402153978,Fri Oct 11 21:37:24 +0000 2024,0,@unmagnetism 10 oktober 2024 patah hati seluruh rakyat indo.gara wasit oman ajing.wasit oman,10 oktober 2024 patah hati seluruh rakyat indo gara wasit om ajing,neutral
1844854648324386958,Fri Oct 11 21:36:38 +0000 2024,0,Wasit...wasit... ada gak yg nyaksikan repley gol bahrain dari samping off side gak tu? https://t.co/2ZRt0hMfcU,wasit ada gak yg nyaksikan repley gol bahrain dari samping off side tu,negative
1844662858849894494,Fri Oct 11 21:36:21 +0000 2024,0,@xyzhafid @Benidictivity intinya beliau seperti kita semua kesel dan marah sama kepemimpinan wasit tapi beliau pesimis fifa bakal kasih keadilan buat kita wong yg urusan nyawa saja tidak diadili. Memahami konteks pernyataan sederhana gitu aja ga bisa mas. Terus komentar anda nyambung ga?,inti beliau seperti kita semua kesel dan marah sama pimpin wasit tapi pesimis fifa bakal kasih adil buat wong yg urus nyawa saja tidak adil paham konteks nyata sederhana gitu aja ga bisa mas terus komentar anda nyambung,negative
1844854438252740866,Fri Oct 11 21:35:48 +0000 2024,3,Yang kaya gini kan yang kalian cari https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw SMA 70 haram sandra dewi wasit jumat malam timnas skor peringkat #doodstreamviral sabtu pagi oktober https://t.co/c0fEVkeTq5,yang kaya gin kan kalian cari sma 70 haram sandra dewi wasit jumat malam timnas skor peringkat doodstreamviral sabtu pagi oktober,neutral
1844792632402153978,Fri Oct 11 21:33:29 +0000 2024,9,@kanalcasn @unmagnetism Bola mati trs gara2 bahrain sm wasit sama2 kek jembot,bola mati trs gara2 bahrain sm wasit sama2 kek jembot,negative
1844663298001649895,Fri Oct 11 21:33:11 +0000 2024,0,@VI_nl wasit kontol wasit kontol,wasit kontol,neutral
1844449741414990032,Fri Oct 11 21:22:47 +0000 2024,0,@Iranto2010531 Jelas pengaruh besar demo ini.. krn Indonesia vs China akan dipimpun wasit asal Bahrain,jelas pengaruh besar demo ini krn indonesia vs china akan dipim wasit asal bahrain,neutral
1844708455925637489,Fri Oct 11 21:22:42 +0000 2024,0,@ekow3943 @strootsys ya udh kalo ngikut logikamu brrto skg org2 yg protes kecurangan wasit kemarin adl org yg sakit hati gitu??,ya udh kalo ngikut logika brrto skg org2 yg protes curang wasit kemarin adl org sakit hati gitu,negative
1844851057920540860,Fri Oct 11 21:22:22 +0000 2024,1, Mey Bee --- SMA 70 Jumat 6 SD Kebangun Tidur Ahmed Al Kaf FIFA Haram Wasit Botak https://t.co/XtVcnxqeI1,mey bee sma 70 jumat 6 sd bangun tidur ahmed al kaf fifa haram wasit botak,negative
1844611418529870276,Fri Oct 11 21:20:22 +0000 2024,0,@AbelNoverda Wasit kontol,wasit kontol,neutral
1844583355330986000,Fri Oct 11 21:17:07 +0000 2024,0,@ainurohman Parah banget wasit var nya pun terlibat skandal ,parah banget wasit var nya pun libat skandal,negative
1844849499531084084,Fri Oct 11 21:16:10 +0000 2024,0,Wasit anjiiiiiiiiiinggg,wasit anjiiiiiiiiiinggg,positive
1844666623808110721,Fri Oct 11 21:16:06 +0000 2024,0,@idextratime indonesia sbg salah satu negara dgn peminat bola terbesar di dunia tapi kenapa jarang ada wasit dari indonesia yg memimpin pertandingan sekelas piala dunia..?,indonesia sbg sa satu negara dgn minat bola besar di dunia tapi kenapa jarang ada wasit dari yg pimpin tanding kelas piala,negative
1844767297229238310,Fri Oct 11 21:14:51 +0000 2024,0,@unmagnetism coba kalo ada game siksa neraka simulator un habis itu wasit,coba kalo ada game siksa neraka simulator un habis itu wasit,negative
1844848951385825783,Fri Oct 11 21:14:00 +0000 2024,0,BERITA BOLA SINGA Media Malaysia: 3 Poin Timnas Indonesia Dirampok Wasit WhatsApp : +62 831-0184-9549 OFFICIAL BOLA SINGA https://t.co/67F58MPmR3,berita bola singa media malaysia 3 poin timnas indonesia rampok wasit whatsapp 62 831 0184 9549 official,negative
1844441951812350415,Fri Oct 11 21:12:54 +0000 2024,0,@ErwinRockerkids @idextratime nonton full nya ga mas? atau nonton lewat highlight doang? kalo nonton full harusnya tau penyebab Indo ga menang itu pure karena ketidak profesionalan wasit di laga tersebut,nonton full nya ga mas atau lewat highlight doang kalo harus tau sebab indo menang itu pure karena tidak profesional wasit di laga sebut,negative
1844848032191500463,Fri Oct 11 21:11:29 +0000 2024,0,@Txtmlbb nentod masih keinget wasit bobi ,nentod masih keinget wasit bobi,negative
1844754440244363720,Fri Oct 11 21:10:48 +0000 2024,0,@wintertofalll @mydarwinunez @kikysptwn Gua pendukung Persib lihat balasan2 komen gua mengenai kecurangan wasit di Bahrain. Jadi loe jangn asal bunyi. Kalau loe ga suka pendapat pribadi seseorang.fokus saja ke pribadinya. @utdfocusid @Indostransfer,gua dukung persib lihat balasan2 komen kena curang wasit di bahrain jadi loe jangn asal bunyi kalau ga suka dapat pribadi orang fokus saja ke pribadi,negative
1844666623808110721,Fri Oct 11 21:10:28 +0000 2024,0,@idextratime YANG DIPILIH OLEH FIFA JADI WASIT DARI TIMUR TENGAH EMANG SENGAJA ARAB BAHLUL YANG NGGA JUJUR &amp; TUKANG NGIBUL YANG NGGA LULUS TES KEBOHONGAN. AGAR BISA JADI OPERATOR DI LAPANGAN BUAT KERJASAMA ATUR SKOR.,yang pilih oleh fifa jadi wasit dari timur tengah emang sengaja arab bahlul ngga jujur amp tukang ngibul lulus tes bohong agar bisa operator di lapang buat kerjasama atur skor,negative
1844847781644828934,Fri Oct 11 21:09:21 +0000 2024,1,gak bisa tidur lagi malam ini gara-gara teringat gol haram dari wasit taik Indonesia got robbed,gak bisa tidur lagi malam ini gara ingat gol haram dari wasit taik indonesia got robbed,neutral
1844646344117367148,Fri Oct 11 21:08:32 +0000 2024,0,@TrollFootball Bila perlu buang wasit botak ke kandang macan buat santapan macan,bila perlu buang wasit botak ke kandang macan buat santap,negative
1844846992188727766,Fri Oct 11 21:06:13 +0000 2024,0,Bagi nomer wasit botak kntol,bagi nomer wasit botak kntol,neutral
1844445768754835498,Fri Oct 11 21:06:00 +0000 2024,0,@dikyramaa_ Wasit bojing Botak anjing https://t.co/ejtx3PeQKK,wasit bojing botak anjing,negative
1844846827704844312,Fri Oct 11 21:05:33 +0000 2024,1,#AlKaf kamu salah pilih musuh kamu sedang cari musuh dgn Netizen 62+ Apakah @FIFAWorldCup sdh bangkrut? Wasit #AlKaf dibiarin cari duit sampingan dgn jualan waktu tambahan #fairplay bukan buat buat 62+ kepemimpinan wasit yg menjijikkan,alkaf kamu sa pilih musuh sedang cari dgn netizen 62 apa sdh bangkrut wasit dibiarin duit samping jual waktu tambah fairplay bukan buat pimpin yg jijik,negative
1844546477290565648,Fri Oct 11 21:04:06 +0000 2024,0,@unmagnetism Kalilua tolol wasit tolol botak kntl,kalilua tolol wasit botak kntl,positive
1844845185051824590,Fri Oct 11 21:01:37 +0000 2024,0,Ada saran dari netizen Jepang. Jadi mereka bilang welcome to the club! Mereka sering dibully sama wasit jg. Cara terbaiknya adalah memperbaiki performa kita. Pokoknya gawang harus selalu dijaga tuh jangan dibiarin sendirian si Mas Paes. Semangat🇲🇨 https://t.co/UyTNZ0GBMz,ada saran dari netizen jepang jadi mereka bilang welcome to the club sering dibully sama wasit jg cara baik baik performa kita pokok gawang harus selalu jaga tuh jangan dibiarin sendiri si mas paes semangat,positive
1844843342028472345,Fri Oct 11 21:00:45 +0000 2024,0,@OposisiCerdas Panitia Pildun 2026 yg menunjuk Wasit koplak ini juga harus ikut bertanggung jawab,panitia pildun 2026 yg tunjuk wasit koplak ini juga harus ikut tanggung jawab,negative
1844442537915974093,Fri Oct 11 21:00:24 +0000 2024,0,@popoharyadi @NOTASLIMBOY Lah biasa terjadi trus hrus dinormalkan gitu bang? Kmaren2 kalah lawan iraq juga kita legowo2 aja kok walaupun emng ada juga yg nyalahin wasit tapi endingnya kita terima aja karna emng klah kualitas dan pemain iraq main nya juga sportif beda sama match lawan Bahrain kmaren,lah biasa jadi trus hrus normal gitu bang kmaren2 ka lawan iraq juga kita legowo2 aja kok walau emng ada yg nyalahin wasit tapi endingnya terima karna k kualitas dan main main nya sportif beda sama match bahrain kmaren,positive
1844845312302874743,Fri Oct 11 20:59:32 +0000 2024,1,Info Lebih lanjut Hubungi Official BUMI4D ️ Whatsapp : 0821-6897-9184 ️ Instagram : bumi_4d ️ Twitter : @bumi__4d ️ Facebook : bumi4dofficial2 #BUMI4D SMA 70 Sandra Dewi Haram Tidur WAR IS OVER Jumat Botak 6 SD Arab FIFA wasit https://t.co/leao1hGhPr,info lebih lanjut hubung official bumi4d whatsapp 0821 6897 9184 instagram bumi 4d twitter facebook bumi4dofficial2 sma 70 sandra dewi haram tidur war is over jumat botak 6 sd arab fifa wasit,neutral
1844728370279444740,Fri Oct 11 20:59:27 +0000 2024,0,@afcasiancup @qatarairways Wasit anjing,wasit anjing,negative
1844571021648802077,Fri Oct 11 20:56:18 +0000 2024,0,@kegblgnunfaedh Bang jer kasih hidden skill lu lah sama tuh wasit,bang jer kasih hidden skill lu lah sama tuh wasit,negative
1844844378290102559,Fri Oct 11 20:55:49 +0000 2024,4,Hijab cantik bikin video buat ayang https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw https://t.co/f2t1BFRGpw SMA 70 haram sandra dewi wasit jumat malam timnas skor peringkat #doodstreamviral sabtu oktober https://t.co/3o99D5ZRyZ,hijab cantik bikin video buat ayang sma 70 haram sandra dewi wasit jumat malam timnas skor peringkat doodstreamviral sabtu oktober,neutral
1844713244788961599,Fri Oct 11 20:54:42 +0000 2024,0,@ruangtaktik Nahh harusnya tuh peluit dibunyinn pas bola dibuang pemain Indonesia. Dasar wasit goblog,nahh harus tuh peluit dibunyinn pas bola buang main indonesia dasar wasit goblog,negative
1844712063702380942,Fri Oct 11 20:53:04 +0000 2024,5,@teessaurus Wasit #AlKaf benar2 BOBI (Botak Biadab) ,wasit alkaf benar2 bobi botak biadab,negative
1844843645645807675,Fri Oct 11 20:52:55 +0000 2024,0,sabtu pagii welcome back seunghan wasit afc mafia fifa https://t.co/UDMTgbsgP0 https://t.co/TNPgYOhTl0,sabtu pagi welcome back seunghan wasit afc mafia fifa,negative
1844843342028472345,Fri Oct 11 20:51:42 +0000 2024,14,Wasit Ahmed Al Kaf: Saya Cuma Sopir Sebelumnya Jadi Beban Keluarga 12 Tahun https://t.co/8iyn89LzHI,wasit ahmed al kaf saya cuma sopir belum jadi beban keluarga 12 tahun,neutral
1844571021648802077,Fri Oct 11 20:50:32 +0000 2024,1,@kegblgnunfaedh Bsk coba nte selfie sama wasit/lawan tim Indonesia semoga aja manjur,bsk coba nte selfie sama wasit lawan tim indonesia moga aja manjur,negative
1844843026474275260,Fri Oct 11 20:50:27 +0000 2024,1,Akeh le kaget tentang wasit dalam dunia sepakbola mergo nonton timnas.,akeh le kaget tentang wasit dalam dunia sepakbola mergo nonton timnas,negative
1844842988733911445,Fri Oct 11 20:50:18 +0000 2024,0,selesai sudah itu wasit,selesai sudah itu wasit,neutral
1844842426973970935,Fri Oct 11 20:48:46 +0000 2024,0,pdhl he is literally their captain and he speaks up for the team . malah yellow kocak bener wasit di dunia ini meskipun ada rambutnya ga gundul,pdhl he is literally their captain and speaks up for the team ma yellow kocak bener wasit di dunia ini meski ada rambut ga gundul,neutral
1844534936973476102,Fri Oct 11 20:48:25 +0000 2024,0,@fajarnugros dah jelas kan siapa orang yg senang indonesia di curangi wasit dan smpai g jdi menang,dah jelas kan siapa orang yg senang indonesia di curang wasit dan smpai g jdi menang,negative
1844842426973970935,Fri Oct 11 20:48:04 +0000 2024,0,yellow card pertama jg kocak wasit baper bgt lolllll,yellow card pertama jg kocak wasit baper bgt lolllll,negative
1844586007217525124,Fri Oct 11 20:47:04 +0000 2024,0,@unmagnetism Ga jaminan juga pake wasit kafir un tuh anthony taylor contoh nya,ga jamin juga pake wasit kafir un tuh anthony taylor contoh nya,negative
1844716215677452357,Fri Oct 11 20:46:59 +0000 2024,0,@MamatAlkatiri Slesai tuh wasit,slesai tuh wasit,negative
1844583355330986000,Fri Oct 11 20:46:51 +0000 2024,0,@ainurohman Wasit model begini sikat lah,wasit model begini sikat lah,neutral
1844543383244832920,Fri Oct 11 20:46:20 +0000 2024,1,@Slot4ma @alggzndr @unmagnetism Jelas gak nonton kalau nonyon ya tahu perbedaan kalah dgn imbang dan pasti paham gimana peran wasit,jelas gak nonton kalau nonyon ya tahu beda ka dgn imbang dan pasti paham gimana peran wasit,negative
1844447997511467105,Fri Oct 11 20:45:31 +0000 2024,0,@kegblgnunfaedh ini wasit nya pasti fans persib,ini wasit nya pasti fans persib,positive
1844440088832573950,Fri Oct 11 20:45:16 +0000 2024,0,@my_supersoccer Wasit keji dan menjijikan,wasit keji dan jijik,negative
1844610557741236553,Fri Oct 11 20:44:57 +0000 2024,1,@kegblgnunfaedh Dari wasit ini kita belajar bahwa WAKTU ADALAH UANG JIKA MAU UANG MAKA PERPANJANGLAH WAKTU -Ahmed al kaf-,dari wasit ini kita ajar bahwa waktu ada uang jika mau maka panjang ahmed al kaf,positive
1844841493342880077,Fri Oct 11 20:44:22 +0000 2024,0,Wasit Bahrain vs Indonesia menambah waktu ET 3mnt warga Indonesia murka seluruhnya. Si botak gatau kalo warga Indonesia seneng nya pengurangan. Contohnya seperti pengurangan usia mungkinnn. SEBAB ITULAH PENGADIL HARU ADIL!!!! #AFC_MAFIA #fufufafa,wasit bahrain vs indonesia tambah waktu et 3mnt warga murka seluruh si botak gatau kalo neng nya kurang contoh seperti usia mungkinnn sebab itu adil haru adil afc mafia fufufafa,positive
1844840986448720246,Fri Oct 11 20:44:06 +0000 2024,0,itu momennya persis bgt kyk witan kmrn tp ttp aja peluit ditiup di menit ke empat pas?!?!???!? gk kyk wasit gundul asu yg malah nambah2in anjriiittt,itu momen persis bgt kyk witan kmrn tp ttp aja peluit tiup di menit ke empat pas gk wasit gundul asu yg ma nambah2in anjriiittt,negative
1844841233287655538,Fri Oct 11 20:43:20 +0000 2024,46,apakah tau kalo harusnya indonesia tetep bisa menang kalo bisa kill the game? tau terus kenapa marah marah ke wasit? ya emang pingin marah aja. daripada membohongi diri sendiri belagak bijak. banyak keputusannya jika dilihat di pertandingan terasa memihak,apa tau kalo harus indonesia tetep bisa menang kill the game terus kenapa marah ke wasit ya emang pingin aja daripada bohong diri sendiri bagak bijak banyak putus jika lihat di tanding asa pihak,negative
1844447354642104737,Fri Oct 11 20:42:27 +0000 2024,0,@wibutanggung @Mrbarong88 @LaLigaLocaID Itu wasit yang diruang VAR antara udah dibayar atau di kepala mereka udh ditodong pistol,itu wasit yang ruang var antara udah bayar atau di kepala mereka udh todong pistol,neutral
1844841007256617024,Fri Oct 11 20:42:26 +0000 2024,0,bener banget bang may wasit nya goblok @wasitgoblok @BahrainCPnews https://t.co/DSVm7w9Faa,bener banget bang may wasit nya goblok,negative
1844840933508153353,Fri Oct 11 20:42:08 +0000 2024,8,Setelah Video Erin Bugis di mobil brio dan guru dan murid di gorontalo pelajar demak kini viral ibu dan anak di kuningan inses Scandal Paula Baim Wasit Botak Haram https://t.co/zHn9atkXUJ https://t.co/NED9Epqubd https://t.co/qcJpZOIV74 https://t.co/d5J3IKzyun https://t.co/ik6VRwVk45,sete video erin bugis di mobil brio dan guru murid gorontalo ajar demak kini viral ibu anak kuningan inses scandal paula baim wasit botak haram,neutral
1844564096852881423,Fri Oct 11 20:41:48 +0000 2024,2,@idextratime Protes cuman wasit kenan sanksi 5 tahun ga cukup cabut lisensinya! + kurangin poin bahrain kurangin 3 biar sadar!,protes cuman wasit kenan sanksi 5 tahun ga cukup cabut lisensi rangin poin bahrain 3 biar sadar,neutral
1844542073338462384,Fri Oct 11 20:40:20 +0000 2024,0,@utdabout Mungkin wasit ini perlu bertemu dengan Pemain Sulteng,mungkin wasit ini perlu temu dengan main sulteng,negative
1844840167527575645,Fri Oct 11 20:39:06 +0000 2024,1,protes wasit ke fifa dibalas fun football,protes wasit ke fifa balas fun football,neutral
1844769666415177744,Fri Oct 11 20:37:54 +0000 2024,1,@MuhadklyAcho @PartaiSocmed Kira kira ada apa ya dengan komika itu yang bilang haha juga @NOTASLIMBOY . Apa iya beneran gak tau timnas main? temen2 yang main agak laen pada Tweet kecewa dicurangi wasit yang lagi TT juga soal timnas kemarin https://t.co/TCkIvdTrC9,kira ada apa ya dengan komika itu yang bilang haha juga iya beneran gak tau timnas main temen2 agak laen pada tweet kecewa curang wasit lagi tt soal kemarin,negative
1844839746331394492,Fri Oct 11 20:37:25 +0000 2024,1,Media China Bersyukur Timnas Indonesia Dirugikan Wasit saat Lawan Bahrain: Kita Harus Berterima Kasih! https://t.co/L4SAKAoJR5,media china syukur timnas indonesia rugi wasit saat lawan bahrain kita harus terima kasih,positive
1844839707466957059,Fri Oct 11 20:37:16 +0000 2024,1,padahal ada orang orang yang ga ngikutin bola indo gatau ada bola baru tau pas besok paginya rame rame garagara wasit kayak gua ,padahal ada orang yang ga ngikutin bola indo gatau baru tau pas besok pagi rame garagara wasit kayak gua,negative
1844595739126878616,Fri Oct 11 20:36:26 +0000 2024,0,@FT_IDN Wasit Bahlul,wasit bahlul,neutral
1844668476784595254,Fri Oct 11 20:36:10 +0000 2024,0,@FaktaSepakbola Wasit asia timur atau wasit eropa kayaknya memang lebih profesional &amp; punya dedikasi tinggi sama profesinya.,wasit asia timur atau eropa kayak memang lebih profesional amp punya dedikasi tinggi sama profesi,negative
1844675075607576859,Fri Oct 11 20:35:23 +0000 2024,0,@tanyakanrl Ywdh lah terserah mau klaim apa aja lah dia wasit kemaren juga klaim sekalian,ywdh lah serah mau klaim apa aja dia wasit kemaren juga sekali,neutral
